,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Web Link
694,BJ Bridge Standard American 2018,GAME,1.0,1,4.9M,"1,000+",Free,0,Everyone,Card,"May 21, 2018",6.2-sayc,4.0 and up,
695,BJ Strategy Tester,GAME,,1,8.8M,100+,Free,0,Everyone,Casino,"May 19, 2015",1.0,2.3 and up,
696,Cards Casino:Video Poker & BJ,GAME,4.7,325,23M,"10,000+",Free,0,Teen,Casino,"May 8, 2015",7.0,2.3.3 and up,
697,"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26M,"50,000+",Free,0,Teen,Casino,"August 12, 2016",1.18,4.0 and up,https://play.google.com/store/apps/details?id=air.com.casinogamestudio.casinooffline
698,Basic Strategy Training BJ 21,GAME,,0,23M,500+,Free,0,Teen,Casino,"March 7, 2016",1.1,2.3 and up,
699,BJ card game blackjack,GAME,,3,21M,500+,Free,0,Teen,Card,"December 2, 2016",1.0,2.3 and up,
700,BLACKJACK!,GAME,4.4,524467,33M,"10,000,000+",Free,0,Teen,Casino,"July 7, 2016",1.126,2.3.3 and up,https://play.google.com/store/apps/details?id=com.genina.android.blackjack.view
701,Blackjack Verite Drills,GAME,4.6,17,4.7M,100+,Paid,$14.00,Teen,Casino,"July 9, 2017",1.1.10,3.0 and up,
702,Blackjack,GAME,4.3,52199,Varies with device,"1,000,000+",Free,0,Teen,Casino,"May 18, 2017",1.2.4.69,2.3 and up,https://play.google.com/store/apps/details?id=com.mysoftheaven.blackjack
703,BlackJack -21 Casino Card Game,GAME,4.7,2066,25M,"100,000+",Free,0,Teen,Casino,"March 14, 2018",1.3,4.0.3 and up,https://play.google.com/store/apps/details?id=com.phonato.card.game.blackjack
704,BlackJack 21 Pro,GAME,4.5,26744,51M,"500,000+",Free,0,Teen,Casino,"July 27, 2018",7.4.0,4.0.3 and up,https://play.google.com/store/apps/details?id=com.crazygame.casino.blackjack
705,Ultimate BlackJack 3D FREE,GAME,4.1,1686,4.6M,"100,000+",Free,0,Teen,Casino,"April 20, 2015",3.1.0,2.3 and up,
706,Blood Domination - BL Game,GAME,4.5,415,52M,"10,000+",Free,0,Mature 17+,Adventure,"July 6, 2018",1.0.1,4.1 and up,https://play.google.com/store/apps/details?id=info.otomedou.fwe.buradomiEn
707,Heirs & Graces,GAME,4.3,125,70M,"5,000+",Free,0,Teen,Adventure,"July 1, 2016",1.0.1,2.3.3 and up,
708,SecondSecret ‐「恋を読む」BLノベルゲーム‐,GAME,4.4,1563,40M,"50,000+",Free,0,Teen,Adventure,"June 29, 2017",1.3.6,4.0 and up,
709,Lust in Terror Manor - The Truth Unveiled | Otome,GAME,4.1,355,53M,"10,000+",Free,0,Teen,Adventure,"July 10, 2018",1.0.6,4.1 and up,https://play.google.com/store/apps/details?id=info.otomedou.fwe.lovesusEn
710,MEGA MAN MOBILE,GAME,4.0,267,40M,"10,000+",Paid,$1.99,Everyone,Action,"February 17, 2017",1.02.01,4.0 and up,https://play.google.com/store/apps/details?id=jp.co.capcom.rockman1en
711,BL!TZ - Endless,GAME,4.7,21,9.0M,100+,Free,0,Everyone,Arcade,"June 30, 2017",10.05,4.0.3 and up,
712,BL-ED: From BLUE to RED,GAME,,3,2.9M,10+,Free,0,Everyone,Arcade,"April 24, 2016",1.6.5,4.4W and up,
713,Teen Patti by BL Games,GAME,4.1,496,39M,"100,000+",Free,0,Teen,Card,"January 31, 2017",1.3.0,2.3.3 and up,
714,Word Hunt,GAME,4.9,59,21M,500+,Free,0,Everyone,Word,"June 22, 2018",1.0,4.4 and up,https://play.google.com/store/apps/details?id=com.vivowordhunt
715,New York Mysteries (Full),GAME,4.5,514,5.9M,"5,000+",Paid,$6.99,Teen,Adventure,"June 4, 2018",1.0.36,4.0 and up,https://play.google.com/store/apps/details?id=com.fivebn.new_york_mysteries_hd_full
716,The Legacy (Full),GAME,4.6,144,6.3M,"1,000+",Paid,$6.99,Everyone,Adventure,"May 15, 2018",1.0.9,4.0 and up,https://play.google.com/store/apps/details?id=com.fivebn.tl1.full
717,Skip-Bo™,GAME,4.4,33661,60M,"100,000+",Paid,$2.99,Everyone,Card,"August 3, 2018",3.4.6,4.1 and up,
718,Skip-Bo™ Free,GAME,3.5,46801,60M,"1,000,000+",Free,0,Everyone,Card,"August 3, 2018",3.4.6,4.1 and up,
719,Red Ball 4,GAME,4.4,1432447,59M,"50,000,000+",Free,0,Everyone,Arcade,"November 9, 2017",1.3.21,4.0.3 and up,https://play.google.com/store/apps/details?id=com.FDGEntertainment.redball4.gp
720,Skater Boy,GAME,4.3,1167143,12M,"100,000,000+",Free,0,Everyone,Arcade,"September 20, 2017",1.18.35,4.1 and up,https://play.google.com/store/apps/details?id=com.game.SkaterBoy
721,Sic Bo,GAME,,1,11M,100+,Paid,$1.99,Teen,Card,"August 27, 2013",1.0.0,2.2 and up,https://play.google.com/store/apps/details?id=com.phantra.taixiu
722,Sic Bo Online! Free Casino,GAME,3.8,488,30M,"100,000+",Free,0,Teen,Casino,"June 10, 2016",1.3,2.3 and up,
723,Hambo,GAME,4.4,125578,17M,"5,000,000+",Free,0,Everyone,Action,"July 6, 2015",1.1.8,2.1 and up,
724,Sic Bo Rave,GAME,3.9,164,33M,"10,000+",Free,0,Teen,Card,"September 23, 2013",1.0.1,2.3.3 and up,
725,Thai Sic Bo,GAME,4.1,14283,4.2M,"1,000,000+",Free,0,Teen,Casino,"October 1, 2017",1.1.2,4.0 and up,https://play.google.com/store/apps/details?id=com.pramote.hilo
726,Bounce Classic,GAME,4.5,38297,6.4M,"10,000,000+",Free,0,Everyone,Arcade,"July 5, 2018",1.0.8,4.0.3 and up,https://play.google.com/store/apps/details?id=com.genico.bounce
727,Bomber Friends,GAME,4.5,776730,49M,"10,000,000+",Free,0,Everyone 10+,Action,"July 26, 2018",2.23,4.0.3 and up,https://play.google.com/store/apps/details?id=com.hyperkani.bomberfriends
728,Sic Bo (Tai Xiu) - Multiplayer Casino,GAME,4.2,152,16M,"10,000+",Free,0,Teen,Casino,"July 8, 2018",2.1.2,4.1 and up,
729,Hungry Shark World,GAME,4.5,1243017,27M,"50,000,000+",Free,0,Teen,Action,"July 18, 2018",3.0.0,4.2 and up,https://play.google.com/store/apps/details?id=com.ubisoft.hungrysharkworld
730,BQ-መጽሐፍ ቅዱሳዊ ጥያቄዎች,GAME,4.7,191,7.2M,"5,000+",Free,0,Everyone,Trivia,"July 31, 2018",4.1.2,4.1 and up,
731,Carros Rebaixados BR,GAME,4.3,20691,89M,"1,000,000+",Free,0,Everyone,Racing,"July 31, 2018",5.7.1,4.4 and up,
732,Texas HoldEm Poker Deluxe (BR),GAME,4.5,1418,26M,"10,000+",Free,0,Teen,Casino,"May 30, 2018",1.2.1,4.0.3 and up,
733,Brick Breaker BR,GAME,5.0,7,19M,5+,Free,0,Everyone,Arcade,"July 23, 2018",1.0,4.1 and up,
734,Black Commando | Special Ops | FPS Shooting,GAME,4.1,1167,72M,"100,000+",Free,0,Teen,Action,"May 3, 2018",1.4,4.1 and up,
735,True Skateboarding Ride Skateboard Game Freestyle,GAME,3.8,8175,31M,"1,000,000+",Free,0,Everyone 10+,Arcade,"January 3, 2018",2.11.7,4.1 and up,https://play.google.com/store/apps/details?id=com.br.skateboarding.ride
736,Bullshit! (Free),GAME,2.4,45,4.1M,"10,000+",Free,0,Teen,Card,"August 26, 2016",1.1,4.1 and up,
737,Bullshite!,GAME,2.8,48,13M,"10,000+",Free,0,Teen,Card,"April 10, 2016",1.0.1,4.1 and up,
738,Block Strike,GAME,4.5,947515,60M,"10,000,000+",Free,0,Teen,Action,"July 25, 2018",5.3.1,4.1 and up,https://play.google.com/store/apps/details?id=com.rexetstudio.blockstrike
739,BombSquad Remote,GAME,4.1,13304,1.3M,"1,000,000+",Free,0,Everyone,Arcade,"November 30, 2016",1.2.21,4.0 and up,https://play.google.com/store/apps/details?id=net.froemling.bsremote
740,BS Tractor,GAME,,3,36M,100+,Free,0,Everyone,Racing,"December 6, 2017",1.0,4.1 and up,
741,BS Chopper,GAME,,0,41M,100+,Free,0,Everyone,Racing,"October 5, 2017",1.0,4.1 and up,
742,B@dL!bs Lite,GAME,3.8,10,36M,"1,000+",Free,0,Mature 17+,Word,"April 5, 2016",6,4.0.3 and up,
743,kick the buddy,GAME,3.3,294,19M,"10,000+",Free,0,Everyone,Arcade,"July 19, 2018",1.0,3.0 and up,
744,Bu Hangi Ünlü?,GAME,,1,19M,10+,Free,0,Everyone,Trivia,"June 9, 2018",3.3.7z,4.0.3 and up,
745,Bu Nedir ?,GAME,,0,33M,50+,Free,0,Everyone,Trivia,"April 15, 2018",3.1.6z,4.0.3 and up,
746,BU HANGİ ŞARKI ? - 2018,GAME,,4,28M,100+,Free,0,Everyone,Trivia,"June 2, 2018",3.1.7z,4.0.3 and up,
747,Bu Hangi Oyun ?,GAME,,2,26M,50+,Free,0,Everyone,Word,"March 11, 2018",3.1.6z,4.0.3 and up,
748,Bu Hangi Youtuber ?,GAME,,31,26M,"1,000+",Free,0,Everyone,Trivia,"August 31, 2017",3.2.2dk,4.0.3 and up,
749,Nedir Bu ?,GAME,,0,33M,10+,Free,0,Everyone,Trivia,"March 18, 2018",3.1.6z,4.0.3 and up,
750,Kick the Buddy,GAME,4.3,1004709,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 5, 2018",Varies with device,4.4 and up,https://play.google.com/store/apps/details?id=com.playgendary.kickthebuddy
751,Bu Hangi Dizi ?,GAME,,14,19M,"1,000+",Free,0,Everyone,Trivia,"May 4, 2018",3.1.7z,4.0.3 and up,
752,Smashy Road: Arena,GAME,4.3,45558,53M,"5,000,000+",Free,0,Everyone 10+,Action,"May 24, 2018",1.1.9,4.1 and up,https://play.google.com/store/apps/details?id=com.bearbit.smashyroadarena
753,BW-Go,GAME,4.8,265,1.3M,"1,000+",Paid,$3.49,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up,https://play.google.com/store/apps/details?id=mco.prj.app.bwgo
754,BW-Go Free,GAME,4.6,547,1.3M,"10,000+",Free,0,Everyone,Board,"June 18, 2015",4.8.1,2.3 and up,https://play.google.com/store/apps/details?id=mco.prj.app.bwgofree
755,BW-Joseki,GAME,4.7,705,1.8M,"10,000+",Free,0,Everyone,Board,"July 28, 2015",1.2.1,4.0.3 and up,https://play.google.com/store/apps/details?id=mco.prj.app.bwkjd
756,BW-DGS plugin,GAME,4.5,70,691k,"1,000+",Free,0,Everyone,Board,"May 13, 2018",1.6.0,4.0 and up,https://play.google.com/store/apps/details?id=mco.prj.srv.bwdgs
757,BW-GnuGo,GAME,4.1,64,1.3M,"5,000+",Free,0,Everyone,Board,"June 2, 2013",2.0.0,2.2 and up,https://play.google.com/store/apps/details?id=mco.prj.srv.bwgnugo
758,BW Switch,GAME,,1,13M,10+,Free,0,Everyone,Arcade,"April 16, 2018",1.25,4.1 and up,
759,C3-C4-PİCASSO-ELYSEE RACİNG,GAME,,12,48M,"1,000+",Free,0,Everyone,Arcade,"February 12, 2017","1,01",4.0 and up,
760,Driving Cars Simulator Citroen,GAME,,3,49M,100+,Free,0,Everyone,Racing,"April 5, 2018",1.0,4.4 and up,
761,RC Monster Truck - Offroad Driving Simulator,GAME,4.0,38448,27M,"5,000,000+",Free,0,Everyone,Racing,"June 16, 2018",1.4.3,4.1 and up,https://play.google.com/store/apps/details?id=com.cg.rcmonster
762,Super Jabber Jump,GAME,4.3,85882,23M,"10,000,000+",Free,0,Everyone,Arcade,"November 7, 2017",6.6.3106,2.3 and up,https://play.google.com/store/apps/details?id=com.gameone.jabbersuperjump
763,Commando Adventure Assassin,GAME,4.0,51067,48M,"5,000,000+",Free,0,Teen,Action,"May 29, 2018",1.18,4.1 and up,
764,Roulette Advisor LITE,GAME,4.1,41,1.4M,"5,000+",Free,0,Everyone,Casino,"August 21, 2014",2.2,3.0 and up,
765,Mini Motor Racing WRT,GAME,4.2,107497,Varies with device,"1,000,000+",Free,0,Everyone,Racing,"February 2, 2016",Varies with device,2.3.3 and up,
766,BMX Boy Bike Stunt Rider Game,GAME,3.8,299,25M,"10,000+",Free,0,Everyone,Racing,"November 10, 2017",1.1,4.1 and up,https://play.google.com/store/apps/details?id=com.gamesfreakstudio.bmx.boy.bike.stunt.game.free
767,World of Warriors: Duel,GAME,4.3,25952,36M,"500,000+",Free,0,Everyone 10+,Action,"September 7, 2015",1.1.2,2.3 and up,
768,Driving Zone,GAME,4.2,51791,57M,"1,000,000+",Free,0,Everyone,Racing,"June 6, 2018",1.53,4.1 and up,https://play.google.com/store/apps/details?id=com.avecreation.highwayracer
769,Color by Number – New Coloring Book,GAME,4.7,142308,24M,"5,000,000+",Free,0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,
770,Car Race by Fun Games For Free,GAME,4.3,54221,47M,"1,000,000+",Free,0,Everyone,Racing,"June 15, 2013",1.2,2.3 and up,
771,Slot Machines by IGG,GAME,4.6,267229,24M,"10,000,000+",Free,0,Teen,Casino,"May 28, 2018",1.7.4,2.3 and up,
772,Bingo by IGG: Top Bingo+Slots!,GAME,4.7,183343,20M,"5,000,000+",Free,0,Teen,Casino,"May 28, 2018",1.5.1,2.3 and up,
773,Voxel - 3D Color by Number & Pixel Coloring Book,GAME,4.7,62561,53M,"1,000,000+",Free,0,Everyone,Board,"July 31, 2018",2.4.11,4.1 and up,https://play.google.com/store/apps/details?id=com.pixelart.colorbynumber
774,BZ Zombie VR,GAME,4.4,12,98M,"1,000+",Free,0,Mature 17+,Action,"February 7, 2018",1.4,4.4 and up,
775,BZ Fingers,GAME,4.6,15,3.2M,50+,Free,0,Everyone,Arcade,"July 5, 2017",1.3,4.0.3 and up,
776,Sniper Gun Shot 3D: Impossible Missions,GAME,4.6,20,34M,100+,Free,0,Mature 17+,Action,"May 4, 2018",1.0,4.0 and up,
777,Elite Commando Shooting War,GAME,4.5,14,45M,100+,Free,0,Teen,Action,"June 29, 2018",1.0,4.0 and up,https://play.google.com/store/apps/details?id=com.bz.elite.commando.shooting.war
778,Animal Hunting: Sniper Shooting,GAME,,0,48M,50+,Free,0,Teen,Action,"July 6, 2018",1.0,4.0 and up,https://play.google.com/store/apps/details?id=com.bz.shooting.animal.sniper.hunting
779,Creative Destruction,GAME,4.4,201426,80M,"5,000,000+",Free,0,Teen,Action,"August 2, 2018",1.0.6,4.0 and up,https://play.google.com/store/apps/details?id=com.titan.cd.gb
780,Sonic CD Classic,GAME,4.6,26138,15M,"1,000,000+",Free,0,Everyone,Action,"February 14, 2018",1.0.2,4.2 and up,https://play.google.com/store/apps/details?id=com.sega.soniccd.classic
781,ARK: Survival Evolved,GAME,3.8,51523,36M,"500,000+",Free,0,Teen,Adventure,"August 2, 2018",1.0.90,7.0 and up,https://play.google.com/store/apps/details?id=com.studiowildcard.wardrumstudios.ark
782,PAC-MAN CE DX,GAME,4.5,1692,36M,"10,000+",Paid,$4.99,Everyone,Arcade,"April 23, 2018",1.1.0,4.0.3 and up,
783,Grim Tales: The Wishes CE,GAME,4.3,4923,20M,"100,000+",Free,0,Everyone 10+,Adventure,"August 26, 2015",1.0.0,2.3.3 and up,
784,CrossFire: Legends,GAME,4.3,144040,29M,"5,000,000+",Free,0,Teen,Action,"July 25, 2018",1.0.9.10,4.0 and up,
785,Special Forces Group 2,GAME,4.6,1432809,29M,"10,000,000+",Free,0,Mature 17+,Action,"July 29, 2018",3.3,4.0 and up,https://play.google.com/store/apps/details?id=com.ForgeGames.SpecialForcesGroup2
786,Motocross Motorbike Simulator Offroad,GAME,3.6,51366,16M,"5,000,000+",Free,0,Everyone,Racing,"June 14, 2017",Varies with device,2.3 and up,https://play.google.com/store/apps/details?id=com.cg.motorbike
787,Sermon on Proverbs CH Spurgeon,GAME,4.8,35,3.1M,"10,000+",Free,0,Everyone,Trivia,"July 29, 2016",1.0.0,4.0 and up,https://play.google.com/store/apps/details?id=in.wordofgod.books.charlesspurgeon.sermononproverbs
788,Chicken Invaders 3,GAME,4.2,52390,20M,"5,000,000+",Free,0,Everyone,Arcade,"May 4, 2018",1.28ggl,2.3.3 and up,https://play.google.com/store/apps/details?id=com.interactionstudios.CI3.ggl
789,Trovami se ci riesci,GAME,5.0,11,6.1M,10+,Free,0,Everyone,Arcade,"March 11, 2017",0.1,2.3 and up,
790,CJ: Strike Back,GAME,4.3,29330,6.9M,"1,000,000+",Free,0,Everyone,Action,"August 17, 2012",1.0.9,2.0.1 and up,https://play.google.com/store/apps/details?id=com.droidhen.game.cityjump
791,The Grand Wars: San Andreas,GAME,3.9,29990,96M,"1,000,000+",Free,0,Teen,Action,"December 8, 2017",Varies with device,2.3 and up,
792,Grand Theft Auto: San Andreas,GAME,4.4,348962,26M,"1,000,000+",Paid,$6.99,Mature 17+,Action,"March 21, 2015",1.08,3.0 and up,https://play.google.com/store/apps/details?id=com.rockstargames.gtasa
793,The Grand Way,GAME,3.9,1995,92M,"500,000+",Free,0,Teen,Action,"July 3, 2018",1.9,4.1 and up,
794,San Andreas City : Auto Theft Car gangster,GAME,3.9,923,67M,"100,000+",Free,0,Teen,Action,"July 17, 2018",1.4,4.1 and up,
795,Miami Crime Vice Town,GAME,4.1,154519,99M,"10,000,000+",Free,0,Mature 17+,Action,"May 9, 2017",1.4,2.3 and up,https://play.google.com/store/apps/details?id=com.mgc.Miami.ViceTown
796,CJ Poker Odds Calculator,GAME,4.1,207,116k,"50,000+",Free,0,Everyone,Card,"January 30, 2011",1.2,1.6 and up,
797,Gangster City Auto Theft,GAME,4.3,350,67M,"50,000+",Free,0,Everyone,Action,"July 27, 2018",Varies with device,4.0.3 and up,
798,China Town Auto Theft 2,GAME,4.1,364,67M,"50,000+",Free,0,Everyone 10+,Action,"May 23, 2018",Varies with device,4.0.3 and up,
799,Grand Gangsters 3D,GAME,4.2,401643,Varies with device,"10,000,000+",Free,0,Teen,Action,"July 18, 2018",Varies with device,Varies with device,https://play.google.com/store/apps/details?id=com.wordsmobile.grandfightgangsters
800,Gang Wars of San Andreas,GAME,4.1,9898,63M,"1,000,000+",Free,0,Mature 17+,Action,"February 15, 2018",Varies with device,4.0.3 and up,
801,Sin City Hero : Crime Simulator of Vegas,GAME,4.1,3371,78M,"100,000+",Free,0,Teen,Action,"September 8, 2017",1.1,4.0.3 and up,
802,Zombie Death Shooter,GAME,3.8,17372,45M,"1,000,000+",Free,0,Mature 17+,Arcade,"August 8, 2015",1.3,2.3 and up,
803,Project Grand Auto Town Sandbox Beta,GAME,3.7,7885,28M,"500,000+",Free,0,Mature 17+,Racing,"February 9, 2018",1.07,4.0 and up,
804,F*ck This Game,GAME,4.6,8,6.3M,100+,Paid,$0.99,Teen,Action,"July 18, 2015",1.0.0,2.3 and up,
805,211:CK,GAME,5.0,8,38M,10+,Paid,$0.99,Teen,Arcade,"April 11, 2018",1.3,4.1 and up,
806,CONTRACT KILLER: ZOMBIES (NR),GAME,4.4,206602,13M,"5,000,000+",Free,0,Mature 17+,Action,"July 1, 2013",3.1.0,2.1 and up,
807,CKZ ORIGINS,GAME,4.5,219821,10M,"1,000,000+",Free,0,Mature 17+,Action,"October 28, 2013",2.0.1,2.1 and up,https://play.google.com/store/apps/details?id=com.glu.ckzombies2
808,211:CK Lite,GAME,4.3,3,39M,10+,Free,0,Mature 17+,Action,"September 22, 2017",1.0,4.1 and up,
809,CONTRACT KILLER: ZOMBIES,GAME,4.4,144545,13M,"5,000,000+",Free,0,Teen,Action,"December 1, 2011",1.1.0,2.1 and up,https://play.google.com/store/apps/details?id=com.glu.android.zombsniper_noblood
810,Can Knockdown 3,GAME,4.1,349503,19M,"10,000,000+",Free,0,Everyone,Arcade,"August 26, 2015",1.31,4.0 and up,https://play.google.com/store/apps/details?id=pl.idreams.CanKnockdown3
811,Sky Streaker - Gumball,GAME,4.3,37513,31M,"5,000,000+",Free,0,Everyone,Arcade,"December 7, 2015",4.0,2.3 and up,https://play.google.com/store/apps/details?id=com.turner.skystreaker
812,Just A Regular Arcade,GAME,4.2,40847,94M,"1,000,000+",Free,0,Everyone,Action,"January 8, 2016",3.1.0,2.3.3 and up,https://play.google.com/store/apps/details?id=com.turner.rigby
813,Dreamland Arcade - Steven Universe,GAME,4.0,6386,24M,"500,000+",Free,0,Everyone,Arcade,"November 19, 2017",0.99,5.1 and up,
814,Adventure Time Run,GAME,4.3,24628,88M,"1,000,000+",Free,0,Everyone,Action,"July 26, 2018",1.25.396,4.4 and up,
815,Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51M,"5,000,000+",Free,0,Everyone,Arcade,"December 1, 2016",1.0.0,4.1 and up,
816,StirFry Stunts - We Bare Bears,GAME,4.5,121533,63M,"10,000,000+",Free,0,Everyone,Arcade,"March 24, 2016",1.0.0,2.3.3 and up,
817,Angelo Rules - Crazy day,GAME,3.9,108336,62M,"1,000,000+",Free,0,Everyone,Adventure,"June 27, 2016",4.0.01,4.4 and up,
818,Adventure Time Game Wizard,GAME,4.1,4107,40M,"50,000+",Paid,$4.99,Everyone,Adventure,"July 16, 2015",1.2.0,4.1 and up,
819,Best Park in the Universe,GAME,4.3,3904,5.5M,"10,000+",Paid,$2.99,Everyone 10+,Action,"September 10, 2014",1.2.1,4.0 and up,
820,Multicraft Miner Exploration,GAME,4.0,14563,74M,"1,000,000+",Free,0,Everyone 10+,Adventure,"December 22, 2017",0.6.49,4.1 and up,
821,Alex & Co Quiz,GAME,,9,4.9M,"1,000+",Free,0,Everyone,Trivia,"April 15, 2018",1.2,4.1 and up,
822,Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52M,"100,000+",Free,0,Teen,Board,"July 12, 2018",1.4.1,4.1 and up,https://play.google.com/store/apps/details?id=com.yellowdot.ThemBombsGP
823,Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1M,"50,000+",Free,0,Everyone,Board,"April 18, 2017",1.1.1,2.3 and up,
824,Chinese Chess / Co Tuong,GAME,4.2,6947,20M,"500,000+",Free,0,Everyone,Board,"October 25, 2017",2.7.7,2.3 and up,https://play.google.com/store/apps/details?id=air.com.longo.Xiangqi.android.free
825,Call of Mini™ Zombies 2,GAME,4.4,248417,17M,"5,000,000+",Free,0,Teen,Arcade,"February 10, 2015",2.1.3,2.3.3 and up,https://play.google.com/store/apps/details?id=com.trinitigame.android.callofminizombies2
826,"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37M,"1,000+",Paid,$0.99,Everyone,Board,"December 27, 2017",2.2.1,4.1 and up,
827,2-Player Co-op Zombie Shoot,GAME,4.2,33,13M,"1,000+",Free,0,Teen,Action,"July 1, 2018",1.0.13,2.3 and up,
828,IV Go（get IV for Pokemon）,GAME,4.6,132282,20M,"1,000,000+",Free,0,Everyone,Adventure,"July 31, 2018",15.0,4.1 and up,https://play.google.com/store/apps/details?id=com.orangefish.app.pokemoniv
829,CP Trivia,GAME,5.0,5,12M,100+,Free,0,Everyone,Trivia,"August 6, 2018",0.99,5.0 and up,
830,CQ: Lost In Transmission,GAME,4.2,4,61M,10+,Free,0,Everyone,Action,"May 13, 2018",1.1,4.4 and up,
831,Palavras la cq,GAME,3.9,783,3.4M,"100,000+",Free,0,Everyone,Trivia,"October 18, 2014",1.0,2.3.3 and up,
832,Gunship Modern Combat 3D,GAME,4.2,3247,26M,"500,000+",Free,0,Teen,Action,"July 25, 2017",1.05,2.3 and up,
833,Sniper Killer Shooter,GAME,4.0,119368,19M,"10,000,000+",Free,0,Teen,Action,"February 21, 2017",1.1.4,2.3 and up,
834,Snowboard Racing Free Fun Game,GAME,3.8,4552,43M,"100,000+",Free,0,Everyone,Racing,"October 26, 2016",1.4.0,2.3.3 and up,
835,Toughest Game Ever 2,GAME,4.6,293086,Varies with device,"5,000,000+",Free,0,Everyone,Action,"October 22, 2015",8.1,4.0.3 and up,
836,RIDE ZERO,GAME,4.6,8778,36M,"100,000+",Free,0,Teen,Music,"January 2, 2018",1.3.1,4.3 and up,
837,Critical Strike CS: Counter Terrorist Online FPS,GAME,4.3,22773,Varies with device,"1,000,000+",Free,0,Mature 17+,Action,"August 3, 2018",4.84,4.1 and up,https://play.google.com/store/apps/details?id=com.critical.strike2
838,Assault Line CS Online Fps Go,GAME,4.1,52163,70M,"1,000,000+",Free,0,Mature 17+,Action,"July 13, 2016",1.1.2,2.3 and up,
839,Standoff 2,GAME,4.5,299046,47M,"10,000,000+",Free,0,Mature 17+,Action,"July 12, 2018",0.9.5,4.1 and up,https://play.google.com/store/apps/details?id=com.axlebolt.standoff2
840,Counter Online FPS Game,GAME,4.2,41089,42M,"5,000,000+",Free,0,Teen,Action,"July 25, 2018",2.7,4.1 and up,
841,Combat Strike CS 🔫 Counter Terrorist Attack FPS💣,GAME,4.1,1019,39M,"100,000+",Free,0,Teen,Action,"July 23, 2018",1.0.7,4.1 and up,
842,Ultimate Quiz for CS:GO - Skins | Cases | Players,GAME,4.5,2526,22M,"100,000+",Free,0,Everyone,Trivia,"February 14, 2018",1.3.0,4.1 and up,https://play.google.com/store/apps/details?id=com.ecrushgames.quizcsgo
843,Аim Training for CS,GAME,3.6,2328,12M,"100,000+",Free,0,Everyone,Action,"October 25, 2014",1.8,2.3 and up,
